itemLink,productImageLink,name,brand,flavor,vgpg,nic,size
https://vapegateae.com/collections/all-e-liquids/products/copy-of-juice-head-freeze-strawberry-kiwi-100ml,//vapegateae.com/cdn/shop/products/JHstrawkiwi__73715.1569345690_600x_a520c5a7-8a1a-4778-97b0-c4f26b39d1d7_300x300.jpg?v=1623511140,JUICE HEAD FREEZE - STRAWBERRY KIWI 100ML,Juice Head,"strawberry, kiwi, menthol",['70/30'],[3],[100]
https://vapegateae.com/collections/all-e-liquids/products/royalty-ii-vapetasia,//vapegateae.com/cdn/shop/products/large-Vapetasia-royaltytwo-andy_300x300.jpg?v=1611040063,Royalty II - Vapetasia,Vapetasia,"tobacco, hazelnut and vanilla custard",['70/30'],"[0, 3, 6, 12]","[60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/blue-osiris-classic-series-medusa-juice-co-60ml,//vapegateae.com/cdn/shop/products/Medusa-Juice-Co-freebase_03_1_300x300.png?v=1681273919,Blue Osiris Classic Series - Medusa Juice Co. 60ml,Medusa Juice Co.,mango and blackcurrant,['60/40'],[3],[60]
https://vapegateae.com/collections/all-e-liquids/products/m-terk-pumpkin-af-e-liquid,//vapegateae.com/cdn/shop/products/PumpkinAFSquare-3_1080x_651006e3-1981-467e-aa6a-3b6ac2dbd8bd_300x300.jpg?v=1687933672,M.terk - Pumpkin AF E Liquid,M. Terk,pumpkin,['70/30'],"[3, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/killer-kustard-blueberry-vapetasia,//vapegateae.com/cdn/shop/products/15_35_700x700_9c097862-7331-4157-b394-6d89e6870172_300x300.png?v=1617006141,Killer Kustard Blueberry - Vapetasia,Vapetasia,blueberry and custard,['70/30'],"[0, 3, 6]","[60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/graham-slam-e-juice-100-ml-by-the-mamasan,//vapegateae.com/cdn/shop/products/2GrahamSlamEjuice_300x300.png?v=1629699134,Graham Slam E juice 100 ml - by The Mamasan,The Mamasan,"graham cracker, milk",['70/30'],"[3, 6]","[60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/strawberry-johnny-creampuff-100ml-eliquid,//vapegateae.com/cdn/shop/products/Strawberry_by_Johnny_creampuff_300x300.png?v=1623848147,STRAWBERRY - JOHNNY CREAMPUFF 100ML ELIQUID,Johnny Creampuff,"strawberry, cream",['70/30'],[3],[100]
https://vapegateae.com/collections/all-e-liquids/products/iced-trapple-vapetasia,//vapegateae.com/cdn/shop/files/vapetasiaicedtrapple_300x300.jpg?v=1703052297,Iced Trapple - Vapetasia,Vapetasia,"apple, ice",['70/30'],[3],"[60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/m-terk-terkish-harvest-e-liquid,//vapegateae.com/cdn/shop/products/m-terk-harvest_60_large_7731b700-de89-4987-8f07-766fb1a9f648_300x300.jpg?v=1687933233,M.terk - Terkish Harvest E Liquid,M. Terk,butterscotch and apple,['70/30'],"[3, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/iced-milk-of-the-poppy-e-liquid-by-vapetasia,//vapegateae.com/cdn/shop/products/3-Juices---Vapetasia_01_300x300.png?v=1617601265,Iced Milk of the Poppy E liquid by Vapetasia,Vapetasia,"strawberry, dragon fruit, cream & ice",['70/30'],[3],"[60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/iced-blackberry-lemonade-60ml-by-vapetasia,//vapegateae.com/cdn/shop/files/Iced_Blackberry_Lemonade_100ml_3mg_300x300.jpg?v=1703051966,Iced Blackberry Lemonade 60ml by Vapetasia,Vapetasia,"blackberries and lemons, ice",['70/30'],[3],"[60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/yogi-e-liquid-blueberry-granola-bar,//vapegateae.com/cdn/shop/products/yogi-E-liquied_03_300x300.png?v=1648010548,Yogi E Liquid Blueberry Ice,Yogi,"blueberry, ice",['70/30'],[3],"[10, 60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/m-terk-terkish-blend-e-liquid,//vapegateae.com/cdn/shop/products/m-terk-terkish-blend-239128_580x_9f948c68-9c38-49ac-b9bd-5172560dec06_300x300.jpg?v=1687933524,M.terk - Terkish Blend E Liquid,M. Terk,"butterscotch, custard and vanilla",['70/30'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/killer-kustard-vapetasia,//vapegateae.com/cdn/shop/products/165_300x300.png?v=1623772629,Killer Kustard - Vapetasia,Vapetasia,"dessert, vanilla and custard",['70/30'],"[3, 6, 12]","[60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/yogi-e-liquid-apple-ice,//vapegateae.com/cdn/shop/products/yogi-delight-ice-apple-3mg-100ml_300x300.jpg?v=1669381745,Yogi E Liquid Apple Ice,Yogi,"apple, ice",['70/30'],[3],"[10, 60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/yogi-e-liquid-pink-guava-ice,//vapegateae.com/cdn/shop/files/Yogi-E-Liquid-Pink-Guava-Ice_02_300x300.png?v=1700123460,Yogi E Liquid Pink Guava Ice,Yogi,"guava, ice",['70/30'],[3],"[10, 60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/white-note-coffee-caramel-tobacco-60ml,//vapegateae.com/cdn/shop/files/black-note-_orange-tobacco-_--Menthol-Blend-_Coffee-_-Caramel_01_300x300.png?v=1698642949,WHITE NOTE - Coffee & Caramel Tobacco 60ML,Black Note,"tobacco, coffee, caramel",['50/50'],"[0, 3, 6, 12]",[60]
https://vapegateae.com/collections/all-e-liquids/products/black-note-cavendish-blend-60ml,//vapegateae.com/cdn/shop/files/black-note-cavendish-tobacco-e-liquid-vape-gate-abudhabi-dubai-uae_300x300.png?v=1695898834,Black Note Cavendish Blend Vape E-Liquid 60ML,Black Note,tobacco aromatic & naturally sweet,['50/50'],"[3, 6, 12, 18]","[30, 60]"
https://vapegateae.com/collections/all-e-liquids/products/purple-beach-eliquid-france,//vapegateae.com/cdn/shop/products/WhatsAppImage2022-02-14at6.11.47AM_3_300x300.jpg?v=1644813282,PURPLE BEACH - ELIQUID FRANCE,ELIQUID FRANCE,"peach, grape, menthol",['70/30'],"[0, 3, 6]",[50]
https://vapegateae.com/collections/all-e-liquids/products/black-note-virginia-tobacco-60ml,//vapegateae.com/cdn/shop/files/black-note-_Latakia-Tobacco-_-Virginia-Tobacco-_-ry4_01_300x300.png?v=1698642845,Black Note Virginia Tobacco 60ML,Black Note,tobacco mellow & mildly sweet,['50/50'],"[3, 6, 12, 18]",[60]
https://vapegateae.com/collections/all-e-liquids/products/bloody-summer-eliquid-france,//vapegateae.com/cdn/shop/products/lemon-time_01_02_300x300.png?v=1649918257,BLOODY SUMMER - ELIQUID FRANCE,ELIQUID FRANCE,"red berries, grapes, blackcurrant, ice",['70/30'],"[0, 3, 6, 12, 18]",[50]
https://vapegateae.com/collections/all-e-liquids/products/lemon-time-dragon-fruit-eliquid-france,//vapegateae.com/cdn/shop/products/lemon-time_01_03_300x300.png?v=1649918328,LEMON TIME DRAGON FRUIT - ELIQUID FRANCE,ELIQUID FRANCE,"lemonade, dragon fruit",['50/50'],"[0, 3, 6, 12]",[50]
https://vapegateae.com/collections/all-e-liquids/products/i-love-salt-mad-hatter-strawberry-kiwi-ice-e-liquid-dubai,//vapegateae.com/cdn/shop/files/MAD-HATTER-ELIQUID-STRAWBERRY-KIWI-ICE-ABUDHABI-DUBAI-UAE-copy_300x300.png?v=1687958711,I Love Salt Mad Hatter Strawberry Kiwi Ice E-Liquid,Mad Hatter- I Love Salts,"strawberry, kiwi, menthol",['70/30'],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/i-love-salt-mad-hatter-berry-melon-e-liquid-sharjah,//vapegateae.com/cdn/shop/files/MAD-HATTER-ELIQUID-BERRY-MELON-ABUDHABI-DUBAI-UAE-copy_300x300.png?v=1687958582,I Love Salt Mad Hatter Berry Melon E-Liquid,Mad Hatter- I Love Salts,"berries, melon",['70/30'],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/blueberry-cheesecake-vivid-eliquid-100ml,//vapegateae.com/cdn/shop/files/vivid-e-liquids-blueberry-cheesecake-vape-gate-abudhabi-dubai-uae_300x300.png?v=1691314697,BLUEBERRY CHEESECAKE - VIVID ELIQUID 100ML,Vivid Eliquid,blueberry cheesecake,['70/30'],[2],[100]
https://vapegateae.com/collections/all-e-liquids/products/i-love-salt-mad-hatter-apple-watermelon-e-liquid-sharjah,//vapegateae.com/cdn/shop/files/MAD-HATTER-ELIQUID-APPLE-WATERMELON-ABUDHABI-DUBAI-UAE-copy_300x300.png?v=1687958528,I Love Salt Mad Hatter Apple Watermelon E-Liquid,Mad Hatter- I Love Salts,"apple, watermelon",['70/30'],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/cherry-cheesecake-vivid-eliquid-100ml,//vapegateae.com/cdn/shop/files/vivid-e-liquids-cherry-cheesecake-vape-gate-abudhabi-dubai-uae_300x300.png?v=1691312672,CHERRY CHEESECAKE - VIVID ELIQUID 100ML,Vivid Eliquid,cherry cheesecake,['70/30'],[2],[100]
https://vapegateae.com/collections/all-e-liquids/products/anarchist-blue-100ml-eliquid,//vapegateae.com/cdn/shop/products/2ANARCHIST-Blueberry-Raspberry_300x300.png?v=1629260304,ANARCHIST - BLUE 100ML ELIQUID,Anarchist,"blueberry, raspberry",['70/30'],[2],[100]
https://vapegateae.com/collections/all-e-liquids/products/oreo-cheesecake-vivid-eliquid-100ml,//vapegateae.com/cdn/shop/files/vivid-e-liquids-oreo-cheesecake-vape-gate-abudhabi-dubai-uae_300x300.png?v=1691311968,OREO CHEESECAKE - VIVID ELIQUID 100ML,Vivid Eliquid,oreo cheesecake,['70/30'],[2],[100]
https://vapegateae.com/collections/all-e-liquids/products/anarchist-pink-lemonade-100ml-eliquid,//vapegateae.com/cdn/shop/products/WhatsAppImage2021-08-15at16.35.03_1_300x300.jpg?v=1629260937,ANARCHIST - PINK LEMONADE 100ML ELIQUID,Anarchist,pink lemonade,['70/30'],[2],[100]
https://vapegateae.com/collections/all-e-liquids/products/anarchist-watermelon-100ml-eliquid,//vapegateae.com/cdn/shop/products/1ANARCHIST-WATERMELON_300x300.png?v=1629260336,ANARCHIST - WATERMELON 100ML ELIQUID,Anarchist,watermelon,['70/30'],[2],[100]
https://vapegateae.com/collections/all-e-liquids/products/the-one-lemon-100ml-eliquid-by-beard-vape-co-1,//vapegateae.com/cdn/shop/files/BEARDS-VAPE-THE-ONE-lemon-ELIQUID-ABUDHABI-DUBAI-UAE-copy_300x300.png?v=1695198524,The One Lemon 100ml Eliquid by Beard Vape Co,Beard Vape Co,lemon,['70/30'],"[3, 6]",[100]
https://vapegateae.com/collections/all-e-liquids/products/blackcurrant-bubblegum-60ml-e-liquid-0mg-nicotine-by-seinbros,//vapegateae.com/cdn/shop/files/seinbros-eliquid-blackcurrant-bubblegum-vape-abudhabi-dubai-uae_300x300.png?v=1689314969,Blackcurrant Bubblegum 60ml E Liquid 0mg Nicotine by Seinbros,Seinbros,blackcurrant and gum candy,['70/30'],[0],[60]
https://vapegateae.com/collections/all-e-liquids/products/fresh-milk-la-crema-vape-breed-fluids,//vapegateae.com/cdn/shop/files/vapebreed-ELIQUID-VAPE-freshmilk-ABUDHABI-DUBAI-UAE_300x300.png?v=1686574990,Fresh Milk La Crema -  Vape Breed Fluids,Vape Breed Fluids,fresh milk,['70/30'],[3],[60]
https://vapegateae.com/collections/all-e-liquids/products/copy-of-the-one-100ml-eliquid-by-beard-vape-co,//vapegateae.com/cdn/shop/files/BEARDS-VAPE-THE-ONE-BLUEBERRY-DONUT-ELIQUID-ABUDHABI-DUBAI-UAE-copy_300x300.png?v=1695198049,The One Blueberry Donut 100ml Eliquid by Beard Vape Co,Beard Vape Co,blueberry & donut,['70/30'],"[3, 6]",[100]
https://vapegateae.com/collections/all-e-liquids/products/strawberry-wreckos-60ml-e-liquid-0mg-nicotine-by-seinbros,//vapegateae.com/cdn/shop/files/seinbros-eliquid-strawberry-wreckos-vape-abudhabi-dubai-uae_300x300.png?v=1689315206,Strawberry Wreckos 60ml E Liquid 0mg Nicotine by Seinbros,Seinbros,strawberry and apple,['70/30'],[0],[60]
https://vapegateae.com/collections/all-e-liquids/products/desert-mango-60ml-e-liquid-0mg-nicotime-by-seinbros,//vapegateae.com/cdn/shop/files/seinbros-eliquid-desert-mango-vape-abudhabi-dubai-uae_300x300.png?v=1689314988,Desert Mango 60ml E Liquid 0mg NicotiNe by Seinbros,Seinbros,mango and blackcurrant,['70/30'],[0],[60]
https://vapegateae.com/collections/all-e-liquids/products/halo-turkish-tobacco-e-liquid,//vapegateae.com/cdn/shop/products/halo-e--liquid-_01_300x300.png?v=1657802094,Halo Turkish Tobacco E Liquid,Halo,turkish tobacco,['70/30'],"[0, 3, 6, 12, 18]",[60]
https://vapegateae.com/collections/all-e-liquids/products/tokyo-iced-watermelon-e-liquid,//vapegateae.com/cdn/shop/products/TOKYO-E--LIQUID-_salts-taro_03_300x300.png?v=1667547545,TOKYO Iced Watermelon E Liquid,Tokyo Ejuice,watermelon and ice,[],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/copy-of-tokyo-iced-blueberry-e-liquid,//vapegateae.com/cdn/shop/products/TOKYO-new-flavor_01_300x300.png?v=1652251337,Tokyo Iced Blueberry E Liquid,Tokyo Ejuice,"blueberry, ice",[],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/cherry-bomb-by-ruthless-freeze-edition,//vapegateae.com/cdn/shop/products/ruthless-freeze-editon_02_300x300.png?v=1661746229,CHERRY BOMB BY RUTHLESS FREEZE EDITION,Ruthless,"cherry, menthol",[],"[3, 6]",[120]
https://vapegateae.com/collections/all-e-liquids/products/tokyo-mango-e-liquid,//vapegateae.com/cdn/shop/products/TOKYO-E-LIQUID-2_03_300x300.png?v=1667210327,TOKYO Iced Mango E Liquid,Tokyo Ejuice,"mango, ice",[],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/wtrmln-by-ruthless-freeze-edition,//vapegateae.com/cdn/shop/products/ruthless-freeze-editon-2_03_300x300.png?v=1661835984,WTRMLN BY RUTHLESS FREEZE EDITION,Ruthless,"watermelon, menthol",[],"[3, 6]",[120]
https://vapegateae.com/collections/all-e-liquids/products/strawbrrry-by-ruthless-freeze-edition,//vapegateae.com/cdn/shop/products/ruthless-freeze-editon_01_300x300.png?v=1661746185,STRAWBRRRY BY RUTHLESS FREEZE EDITION,Ruthless,"strawberry, menthol",[],"[3, 6]",[120]
https://vapegateae.com/collections/all-e-liquids/products/xede-ejuice-sam-vapes,//vapegateae.com/cdn/shop/products/SAMS-VAPE-E-LIQUID_02_300x300.png?v=1677040010,Xede Ejuice 60ml Ejuice by Sam Vapes,Sam Vapes,pomegranate and mixed berries,['70/30'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/sam-vapes-melon-melon-60ml-e-liquid,//vapegateae.com/cdn/shop/products/Sam_Vapes-Melon_Melon-E_liquid-Saltnic-Abu_Dhabi-Dubai-UAE-Shop_Vape_Online_4_300x300.jpg?v=1618818969,Sam Vapes Mello Melon 60ml E Liquid,Sam Vapes,"watermelons, pomegranate and strawberries",['70/30'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/cush-man-nasty-1,//vapegateae.com/cdn/shop/products/NASTY-E-LIQUID_03_300x300.png?v=1662125132,Cush Man - Nasty 60ml,Nasty,yummy mango,['70/30'],[3],[60]
https://vapegateae.com/collections/all-e-liquids/products/nasty-devil-teeth-orange,//vapegateae.com/cdn/shop/products/NASTY-E-LIQUID-3_01_300x300.png?v=1662179191,Devil Teeth (Orange) - Nasty 60ml,Nasty,honeydew and menthol,['70/30'],[3],[60]
https://vapegateae.com/collections/all-e-liquids/products/frozen-mango-crush-eliquid-60-ml-by-sam-vapes,//vapegateae.com/cdn/shop/products/sams-vape-frozen-mango-crush-1_300x300.jpg?v=1667625647,FROZEN MANGO CRUSH ELIQUID 60 ML BY SAM VAPES,Sam Vapes,"mango,berries with ice",['70/30'],"[3, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/unicorn-dr-vapes,//vapegateae.com/cdn/shop/products/DR-VAPE-NEW-FLAVOR-60ML_02_300x300.png?v=1663906098,Unicorn -  Dr Vapes,Dr. Vapes,"strawberry, milk, marshmallows",['78/22'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/lotus-cheesecake-dr-vapes,//vapegateae.com/cdn/shop/products/DR-VAPE-NEW-FLAVOR-60ML_03_300x300.png?v=1663906072,Lotus Cheesecake -  Dr Vapes,Dr. Vapes,"biscuits, caramel",['78/22'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/voug-psycho-mojito-passion-60ml,//vapegateae.com/cdn/shop/products/VOUG_01_300x300.png?v=1648798373,VOUG PSYCHO MOJITO PASSION (60ML),VOUG,"passion fruits, guava, ice mint",['70/30'],"[3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/black-custard-dr-vapes,//vapegateae.com/cdn/shop/products/DR-VAPE-NEW-FLAVOR-60ML_01_300x300.png?v=1663906146,Black Custard -  Dr Vapes,Dr. Vapes,"cream, custard, vanilla",['78/22'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/suicidal-blackcurrant-60ml-e-liquid-0mg-nicotine-by-seinbros,//vapegateae.com/cdn/shop/files/seinbros-eliquid-Suicidal-Black-Currant-vape-abudhabi-dubai-uae_300x300.png?v=1695290711,Suicidal Blackcurrant 60ml E Liquid 0mg Nicotine by Seinbros,Seinbros,blackcurrant & blueberry,['70/30'],[0],[60]
https://vapegateae.com/collections/all-e-liquids/products/summer-fruits-by-pukka-juice-60ml-e-juice,//vapegateae.com/cdn/shop/products/1SUMMERFRUITSEJUICE_300x300.jpg?v=1633613897,SUMMER FRUITS - BY PUKKA JUICE  60ml E JUICE,Pukka Juice,"berries, lime, icy",['70/30'],[3],[60]
https://vapegateae.com/collections/all-e-liquids/products/lava-flow-naked-100,//vapegateae.com/cdn/shop/files/naked-100_300x300.png?v=1683796578,Naked 100 - Lava Flow 60ml / 50ml,Naked 100,"strawberry, coconut and pineapple",['70/30'],"[0, 3, 6, 12]","[50, 60]"
https://vapegateae.com/collections/all-e-liquids/products/sub-lime-60ml-e-liquid-0mg-nicotime-by-seinbros,//vapegateae.com/cdn/shop/files/seinbros-eliquid-sublime--vape-abudhabi-dubai-uae_300x300.png?v=1695290907,Sub Lime 60ml E Liquid 0mg Nicotine by Seinbros,Seinbros,lime,['70/30'],[0],[60]
https://vapegateae.com/collections/all-e-liquids/products/melon-ice-100ml-e-liquids-by-sua-vapors,//vapegateae.com/cdn/shop/products/SUA_Vapors_-_100_Melon_ICE_300x300.jpg?v=1611231226,MELON ICE 100ML E liquids - By SUA VAPORS,Sua Vapors,"melon, menthol",['70/30'],"[0, 3, 6]",[100]
https://vapegateae.com/collections/all-e-liquids/products/m-terk-terkish-kake-e-liquid,//vapegateae.com/cdn/shop/products/IMG_2515_800x_0deeecd3-bc3b-4253-bf0d-52e26ebdf4fb_300x300.jpg?v=1683888793,M.terk - Terkish Kake E Liquid,M. Terk,lemon cake,['70/30'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/los-ice-e-liquid-by-ecigara,//vapegateae.com/cdn/shop/products/eCigara-eliquid-60ml_03_300x300.png?v=1668402444,Los Ice E Liquid by eCigara,eCigara,watermelon and ice,[],"[3, 9, 15, 20]",[60]
https://vapegateae.com/collections/all-e-liquids/products/mango-bango-e-liquid-by-ecigara,//vapegateae.com/cdn/shop/products/eCigara-eliquid-60ml_01_1_300x300.png?v=1668520607,Mango Bango E Liquid by eCigara,eCigara,mango and ice,[],"[3, 9, 15]",[60]
https://vapegateae.com/collections/all-e-liquids/products/iced-berry-lemonade-blvk-fusion,//vapegateae.com/cdn/shop/products/9bc80ec0b3_300x300.webp?v=1663673566,Iced Berry Lemonade - BLVK Fusion (Strawberry Lemonade Ice),BLVK Unicorn,"strawberry, lemonade, ice
",['70/30'],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/grape-apple-ice-blvk-fusion,//vapegateae.com/cdn/shop/products/2GrapeAppleIce_300x300.jpg?v=1636180453,Grape Apple Ice - BLVK Fusion,BLVK Unicorn,"grape, apple, ice",['70/30'],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/mega-mango-grape-ice-60ml-e-liquid-grand-e-liquid,//vapegateae.com/cdn/shop/products/3mg_300x300.webp?v=1680608120,Mega Mango Grape Ice 60ml E Liquid - Grand E-Liquid,Grand Eliquid,"mango, grape, ice",['70/30'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/mega-cola-ice-60ml-e-liquid-grand-e-liquid,//vapegateae.com/cdn/shop/products/C3dtN0oIKr0rJRkyw4aHCCDvvVwe3z5ETo0lwwOK_300x300.jpg?v=1680600062,Mega Cola Ice 60ml E Liquid - Grand E-Liquid,Grand Eliquid,"cola, ice",['70/30'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/mega-berry-ice-60ml-e-liquid-grand-e-liquid,//vapegateae.com/cdn/shop/products/mega-ice_300x300.jpg?v=1611231191,Mega Berry Ice 60ml E Liquid - Grand E-Liquid,Grand Eliquid,"blackberry, strawberry, blueberry,ice",['70/30'],"[3, 12]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/copy-of-mango-strawberry-ice-60ml-blvk-unicorn-e-liquid,//vapegateae.com/cdn/shop/products/WhatsAppImage2022-02-12at9.35.47AM_2_300x300.jpg?v=1644644922,Mango Strawberry Ice 60ML - BLVK Unicorn E-Liquid,BLVK Unicorn,"mango, strawberry, ice",['70/30'],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/pod-salt-watermelon-breeze-eliquid,//vapegateae.com/cdn/shop/products/1PodSalt-Watermelon_300x300.png?v=1629261310,Pod Salt - Watermelon Breeze Eliquid,Pod Salt,watermelon & ice,['70/30'],[3],[50]
https://vapegateae.com/collections/all-e-liquids/products/pod-salt-mango-ice-eliquid,//vapegateae.com/cdn/shop/products/2PodSalt-MangoIceEliquid_300x300.png?v=1631075821,Pod Salt - Mango Ice Eliquid,Pod Salt,mango & ice,['70/30'],[3],[50]
https://vapegateae.com/collections/all-e-liquids/products/pod-salt-strawberry-eliquid,//vapegateae.com/cdn/shop/products/1PodSalt-StrawberryEliquid_300x300.png?v=1631075859,Pod Salt - Strawberry Eliquid,Pod Salt,strawberry & ice,['70/30'],[3],[50]
https://vapegateae.com/collections/all-e-liquids/products/mango-ice-nasty-modmate-60ml,//vapegateae.com/cdn/shop/products/NASTY-E-LIQUID-NEW-2_01_300x300.png?v=1662352197,Mango Ice - Nasty Modmate 60ml,Nasty,"mango, menthol",['70/30'],[3],[60]
https://vapegateae.com/collections/all-e-liquids/products/tokyo-litchi-e-liquid,//vapegateae.com/cdn/shop/products/WhatsAppImage2022-01-30at3.10.22PM_1_300x300.jpg?v=1643613692,TOKYO Iced Litchi E Liquid,Tokyo Ejuice,"lychee, ice",[],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/mega-melon-ice-60ml-e-liquid-by-grand-e-liquid,//vapegateae.com/cdn/shop/products/Mega-Melon-Ic_300x300.jpg?v=1611231205,Mega Melon Ice 60ml E Liquid by Grand E Liquid,Grand Eliquid,"watermelon, ice",['70/30'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/mega-mango-ice-60ml-e-liquid-grand-e-liquid,//vapegateae.com/cdn/shop/products/KvzrxYiMJfFOCrsMMp7PNvBeNUS4un7ZYxaqc2Ql_1200x1200_eaf0cde5-1ab1-4dbc-be3c-d77aeae90bbe_300x300.jpg?v=1636277614,Mega Mango Ice 60ml E Liquid - Grand E-Liquid,Grand Eliquid,"mango, ice",['70/30'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/mega-mango-strawberry-ice-60ml-e-liquid-grand-e-liquid,//vapegateae.com/cdn/shop/products/Mega-Mango-Strawberry-Ice-Freebase-600x600_300x300.jpg?v=1680600608,Mega Mango Strawberry Ice 60ml E Liquid - Grand E-Liquid,Grand Eliquid,"mango, strawberry, ice",['70/30'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/mega-strawberry-ice-60ml-e-liquid-grand-e-liquid,//vapegateae.com/cdn/shop/products/VIB_MEGA_STRAWBERRYICE3MG_300x300.jpg?v=1680596403,Mega Strawberry Ice 60ml E Liquid - Grand E-Liquid,Grand Eliquid,"strawberry, ice",['70/30'],"[3, 6, 12, 18]","[60, 120]"
https://vapegateae.com/collections/all-e-liquids/products/humble-crumble-3mg-120ml,//vapegateae.com/cdn/shop/products/humble-_02_300x300.png?v=1658464490,HUMBLE - CRUMBLE (3MG 120ML),Humble,"blueberry, cinnamon, graham custard",['80/20'],"[0, 3, 6]",[120]
https://vapegateae.com/collections/all-e-liquids/products/strawberry-blast-60ml-e-liquid-glas-basix,//vapegateae.com/cdn/shop/products/Strawberry_blast-Glas_Basix-Ejuice-Abu_Dhabi-Dubai-UAE-Shop_Vape_Online-Buy_vapes_1_300x300.jpg?v=1668584772,Strawberry Blast 60ml E liquid - Glas Basix,Glas,strawberry candy,['70/30'],[3],[60]
https://vapegateae.com/collections/all-e-liquids/products/basix-series-icy-cool-melon-e-liquid,//vapegateae.com/cdn/shop/products/basix_series_-_icy_cool_melon_by_glas_e-liquid_-_60ml_300x300.jpg?v=1610986776,Basix Series Icy Cool Melon E Liquid,Glas,"honeydew, melon and ice",['70/30'],[3],[60]
https://vapegateae.com/collections/all-e-liquids/products/gorilla-custard-honeydew-e-liquid-by-e-b-flavor,//vapegateae.com/cdn/shop/products/WhatsAppImage2022-09-20at3.13.54PM_300x300.jpg?v=1663672900,Gorilla Custard Honeydew E Liquid by E&B Flavor,E&B Flavor,honeydew and custard,['70/30'],[3],"[60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/grape-gorilla-custard-fruits-e-liquid-by-e-b-flavor,//vapegateae.com/cdn/shop/products/WhatsAppImage2022-09-20at3.13.53PM_1_300x300.jpg?v=1663672975,Grape Gorilla Fruits E Liquid by E&B Flavor,E&B Flavor,grapes,['70/30'],[3],"[60, 100]"
https://vapegateae.com/collections/all-e-liquids/products/gulaman-saligoso-vapesauce,//vapegateae.com/cdn/shop/products/37--vapeGate-3frame-post_03_300x300.png?v=1631946761,Gulaman -  Saligoso Vapesauce,Saligoso Vapesauce,jelly gulaman,['70/30'],"[3, 6, 9]",[100]
https://vapegateae.com/collections/all-e-liquids/products/fegure-it-out-red-cold-river-60-ml,//vapegateae.com/cdn/shop/products/A-1_300x300.jpg?v=1613197725,FEGURE IT OUT - RED COLD RIVER 60 ML,BDY E-juice,"berries, pomegranate, lime eucalyptus",['75/25'],"[0, 3, 6]",[60]
https://vapegateae.com/collections/all-e-liquids/products/unidew-blvk-unicorn,//vapegateae.com/cdn/shop/products/2B_300x300.jpg?v=1616320562,UniDew - BLVK Unicorn,BLVK Unicorn,melons and berries,['80/20'],"[0, 3, 6]",[60]
